quality_score;species;country_of_origin;farm_name;altitude;region;harvest_year;aroma;flavor;aftertaste;acidity;body;balance;cupper_points;total_cup_points;moisture;color
83.58;Arabica;Colombia;;1550;Santander;2014;7.67;7.58;7.67;7.58;7.67;7.75;7.67;Sample  83.58;12;Green
83.58;Arabica;Colombia;;1550;Santander;2014;7.75;7.58;7.5;7.58;7.75;7.83;7.58;Sample  83.58;0;
83.58;Arabica;Taiwan;Dragon Coffee 龍咖啡;1000 M;Taichung Xinshe 台中市新社區;2013/2014;7.75;7.75;7.75;7.75;7.5;7.58;7.5;Sample  83.58;11;Green
83.58;Arabica;Colombia;;DE 1.600 A 1.950 MSNM;HUILA;2012;7.67;7.67;7.58;7.67;7.75;7.58;7.67;Sample  83.58;11;Green
83.58;Arabica;Mexico;OJO DE AGUA;1000;XALAPA;2012;7.83;7.67;7.58;7.58;7.67;7.58;7.67;Sample  83.58;12;
83.58;Arabica;Colombia;;2136 msnm;CUNDINAMARCA;2012;7.67;7.58;7.58;7.58;7.67;7.75;7.75;Sample  83.58;11;Green
83.58;Arabica;Brazil;Fazenda Jericó;1100m;South of Minas Gerais;2012;7.83;7.75;7.5;7.75;7.5;7.58;7.67;Sample  83.58;12;Blue-Green
83.5;Arabica;Colombia;;1799;cundinamarca;2016;7.75;7.58;7.58;7.75;7.75;7.5;7.58;Sample  83.50;0;Bluish-Green
83.5;Arabica;Taiwan;南投縣魚池鄉水社村中正路63-1號;;;2016 / 2017;7.58;7.58;7.17;7.17;7.0;7.0;10.0;Sample  83.50;11;Blue-Green
83.5;Arabica;Costa Rica;;1850;Tarrazu;2015;7.92;7.42;7.5;7.67;7.5;7.67;7.83;Sample  83.50;0;Blue-Green
83.5;Arabica;Colombia;;1000;PITALITO - HUILA;2016;7.75;7.58;7.58;7.5;7.75;7.75;7.58;Sample  83.50;0;Green
83.5;Arabica;Guatemala;LA ESPERANZA;4000;ORIENTE;2016;7.67;7.75;7.5;7.83;7.58;7.58;7.58;Sample  83.50;10;Bluish-Green
83.5;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;2015;7.58;7.58;7.58;7.58;7.75;7.67;7.75;Sample  83.50;12;Green
83.5;Arabica;Tanzania, United Republic Of;ANO Family;1400M;Nkure- Meru;2015;7.75;7.67;7.58;7.67;7.67;7.58;7.58;Sample  83.50;13;Green
83.5;Arabica;Indonesia;Yusrin;1500;Bener Meriah;2015;7.25;7.67;7.58;7.92;7.83;7.58;7.67;Sample  83.50;13;Bluish-Green
83.5;Arabica;Ethiopia;;1600 on Average;Oromia;2014;7.67;7.75;7.5;7.58;7.75;7.67;7.58;Sample  83.50;10;
83.5;Arabica;Colombia;;;Huila;2014;7.67;7.42;7.67;7.83;7.58;7.67;7.67;Sample  83.50;0;
83.5;Arabica;Colombia;;1850 MSNM;HUILA;2014;8.0;7.58;7.25;7.58;7.92;7.58;7.58;Sample  83.50;11;Green
83.5;Arabica;Guatemala;SEVERAL;1400 mts;Atitlan;2013;7.58;7.75;7.5;7.83;7.42;7.67;7.75;Sample  83.50;10;Green
83.5;Arabica;Colombia;;1650;cundinamarca;2014;7.75;7.58;7.33;7.5;7.83;7.83;7.67;Sample  83.50;0;
83.5;Arabica;Honduras;Los Hicaques;1350;Comayagua;2014/2015;7.67;7.5;7.67;7.5;7.67;7.67;7.83;Sample  83.50;10;Green
83.5;Arabica;Colombia;;1750 msnm;Huila;2013;7.58;7.75;7.42;7.67;7.75;7.67;7.67;Sample  83.50;0;Green
83.5;Arabica;Colombia;;1750 msnm;Huila;2013;7.58;7.67;7.58;7.75;7.58;7.75;7.58;Sample  83.50;11;Green
83.5;Arabica;Mexico;FINCA LOS BARREALES 1112LBAN;1170;XALAPA;2012;7.83;7.58;7.25;7.5;7.5;7.42;8.42;Sample  83.50;13;Green
83.5;Arabica;Mexico;;940;CHILÓN;2012;7.67;7.75;7.67;7.75;7.58;7.5;7.58;Sample  83.50;11;Green
83.5;Arabica;Mexico;LA CORRALERA;1400;TOTUTLA;2012;7.75;7.67;7.67;7.75;7.33;7.5;7.83;Sample  83.50;12;Green
83.5;Arabica;Guatemala;SANTO TOMAS PACHUJ;5000;ATITLAN;2012;7.83;7.5;7.5;8.0;7.67;7.5;7.5;Sample  83.50;10;Green
83.5;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;2012;7.67;7.58;7.58;7.67;7.67;7.67;7.67;Sample  83.50;11;Green
83.5;Arabica;Guatemala;Conquista/Morito;4,600 ft.;Oriente;2012;7.5;7.5;7.75;7.5;8.0;7.67;7.58;Sample  83.50;0;Green
83.5;Arabica;United States (Hawaii);;;;;7.5;7.67;7.58;7.92;7.58;7.67;7.58;Sample  83.50;1;
83.5;Arabica;Indonesia;PANCOER ANGKREK;1600;Bondowoso;23 July 2010;7.83;7.58;7.58;7.58;7.75;7.58;7.58;Sample  83.50;0;
83.42;Arabica;Colombia;;439;HUILA;2017 / 2018;7.5;7.58;7.58;7.5;7.75;7.83;7.67;Sample  83.42;0;Green
83.42;Arabica;Guatemala;PIAMONTE;1700;SAN MARCOS;2017;7.67;7.75;7.5;7.58;7.58;7.67;7.67;Sample  83.42;10;Green
83.42;Arabica;Colombia;;442;HUILA;2016;7.67;7.67;7.5;7.67;7.67;7.58;7.67;Sample  83.42;11;Green
83.42;Arabica;Costa Rica;Gamboa;1850;Tarrazu;2016;7.58;7.5;7.42;7.92;7.5;7.67;7.83;Sample  83.42;9;Blue-Green
83.42;Arabica;Taiwan;日月潭文武莊園;;;2015;7.67;7.67;7.0;7.08;7.0;7.0;10.0;Sample  83.42;11;Blue-Green
83.42;Arabica;Uganda;Bulago & Buginyanya;1800;Eastern;2015;7.58;7.75;7.33;7.75;7.67;7.58;7.75;Sample  83.42;11;Green
83.42;Arabica;Thailand;Matsuzawa Coffee;1200;Thailand;2015;7.5;7.58;7.75;7.5;7.75;7.67;7.67;Sample  83.42;13;Bluish-Green
83.42;Arabica;El Salvador;La Joya;1330;Apaneca - Ilamatepec;2016;7.58;7.5;7.75;7.58;7.75;7.67;7.58;Sample  83.42;11;
83.42;Arabica;Colombia;;442 msnm;HUILA;2015;7.58;7.67;7.58;7.67;7.58;7.67;7.67;Sample  83.42;12;Green
83.42;Arabica;Brazil;CACHOEIRA DA GRAMA FARM;;VALE DA GRAMA;2014;7.33;7.83;7.75;7.5;7.42;7.83;7.75;Sample  83.42;12;Green
83.42;Arabica;Tanzania, United Republic Of;Ngila Estate;1600;Karatu Northern;2014;7.75;7.67;7.58;7.67;7.58;7.58;7.58;Sample  83.42;13;Green
83.42;Arabica;Colombia;;1813;HUILA;2014/2015;7.58;7.58;7.25;7.75;7.75;8.58;7.58;Sample  83.42;12;Green
83.42;Arabica;Guatemala;EL PAPATURRO;4000 PSNM;ORIENTE;2013;7.75;7.83;7.33;7.83;7.5;7.67;7.5;Sample  83.42;10;Green
83.42;Arabica;Guatemala;FINCA MEDINA;1500 msnm;ANTIGUA;2014;7.67;7.75;7.5;7.83;7.58;7.5;7.58;Sample  83.42;10;Green
83.42;Arabica;Guatemala;EL MORITO;4300;ORIENTE;2013;7.67;7.5;7.75;7.42;7.75;7.75;7.58;Sample  83.42;11;Green
83.42;Arabica;United States (Hawaii);;;KONA;2012;7.42;7.75;7.67;7.58;7.67;7.67;7.67;Sample  83.42;0;Green
83.42;Arabica;Colombia;varios;1450 msnm;cundinamarca;2012;7.5;7.75;7.58;7.5;7.67;7.75;7.67;Sample  83.42;11;Green
83.42;Arabica;Colombia;;;HUILA;;7.58;7.58;7.58;7.67;7.75;7.67;7.58;Sample  83.42;10;
83.42;Arabica;United States (Hawaii);Kona Pacific Farmers Co-Op;;Kona;2010;7.5;7.92;7.42;7.67;7.83;7.58;7.5;Sample  83.42;1;
83.42;Arabica;Thailand;Doi Tung Development Project;;;;7.58;7.25;7.5;7.92;7.92;7.42;7.83;Sample  83.42;11;
83.38;Arabica;Mexico;;900-1200mtr;Nayarit;January Through April;7.25;7.88;7.38;7.63;7.5;8.75;8.0;Sample  83.38;9;
83.33;Arabica;Colombia;Various;1650;Huila;2016;7.75;7.5;7.75;7.58;7.58;7.58;7.58;Sample  83.33;0;
83.33;Arabica;Colombia;;;Guayatá;2016;7.67;7.58;7.58;7.42;7.67;7.75;7.67;Sample  83.33;0;Blue-Green
83.33;Arabica;Colombia;;;Huila;2016;7.83;7.58;7.58;7.58;7.5;7.58;7.67;Sample  83.33;0;Green
83.33;Arabica;Brazil;Rio Verde;1227;South Minas Gerais;2015/2016;7.5;7.83;7.33;7.58;7.58;7.92;7.58;Sample  83.33;10;Green
83.33;Arabica;Mexico;ECC;1200;Chiapas;2014;7.75;7.75;7.5;7.67;7.5;7.58;7.58;Sample  83.33;12;Green
83.33;Arabica;Colombia;varios;1650 msnm;Santander;2015;7.67;7.75;7.42;7.83;7.83;7.42;7.42;Sample  83.33;11;Green
83.33;Arabica;Tanzania, United Republic Of;Mondul Coffee Estate;1700;Arusha;2014;7.75;7.58;7.67;7.58;7.58;7.58;7.58;Sample  83.33;12;Green
83.33;Arabica;Mexico;EL PINO;1100;COSAUTLAN DE CARVAJAL;2013;7.67;7.67;7.58;7.67;7.5;7.58;7.67;Sample  83.33;12;Green
83.33;Arabica;Costa Rica;SEVERAL;1300 MSNM;SAN RAMON;2014;7.67;7.67;7.42;7.67;7.67;7.67;7.58;Sample  83.33;12;Green
83.33;Arabica;United States (Hawaii);;;KONA;2014;7.83;7.58;7.83;7.67;7.92;8.0;7.83;Sample  83.33;11;Bluish-Green
83.33;Arabica;Costa Rica;SEVERAL;1100-1300;CENTRAL VALLEY - WEST VALLEY;2013;7.5;7.67;7.67;7.5;7.83;7.17;8.0;Sample  83.33;11;Green
83.33;Arabica;Peru;;;;2013;7.83;7.75;7.58;7.83;7.92;7.58;7.5;Sample  83.33;12;Green
83.33;Arabica;Haiti;MARRE BLANCHE;4200 FEET;THIOTTE, HAITI;2012;7.58;7.5;7.67;7.5;7.83;7.42;7.83;Sample  83.33;11;Green
83.33;Arabica;Colombia;;1000 MSNM;PITALITO HUILA;2013;7.67;7.67;7.5;7.67;7.92;7.42;7.5;Sample  83.33;11;Green
83.33;Arabica;Guatemala;EL SACRAMENTO;4300;ORIENTE;2013;7.83;7.67;7.17;7.67;7.67;7.67;7.67;Sample  83.33;11;Green
83.33;Arabica;United States (Hawaii);;;KONA;2012;7.92;7.5;7.58;7.83;7.67;7.67;7.83;Sample  83.33;10;Bluish-Green
83.33;Arabica;Burundi;Sogestal Kayanza;1880;Kayanza;2012;7.75;7.67;7.33;7.5;7.5;7.75;7.83;Sample  83.33;0;
83.33;Arabica;Colombia;;1750 msnm;huila;2012;7.5;7.67;7.67;7.58;7.67;7.58;7.67;Sample  83.33;0;Green
83.33;Arabica;United States (Hawaii);;;Kona;;8.08;7.83;7.83;7.75;7.67;7.58;7.92;Sample  83.33;1;
83.33;Arabica;United States (Hawaii);;;;;7.58;7.67;7.58;7.5;7.83;7.67;7.5;Sample  83.33;0;
83.25;Arabica;Mexico;CORTA PICO;1600;SIERRA MADRE OCCIDENTAL;2017;7.67;7.83;7.42;7.83;7.33;7.5;7.67;Sample  83.25;11;Blue-Green
83.25;Arabica;Costa Rica;Estate La Patricia;1900;Tarrazu;2016;7.5;7.5;7.83;7.5;7.67;7.67;7.58;Sample  83.25;11;Green
83.25;Arabica;Costa Rica;Coopellanobonito;;Tarrazu;2015;7.83;7.5;7.42;7.67;7.5;7.67;7.67;Sample  83.25;11;
83.25;Arabica;Guatemala;LINDA VISTA;2100;NUEVO ORIENTE;2016;7.5;7.58;7.42;7.83;7.67;7.58;7.67;Sample  83.25;11;Green
83.25;Arabica;Uganda;Kawacom Uganda LTD Sipi Farmers Group;;Sipi, Mt. Elgon;2015;7.5;7.67;7.67;7.42;7.67;7.67;7.67;Sample  83.25;12;Green
83.25;Arabica;Brazil;;;CAMPOS ALTOS - CERRADO;2016;7.58;7.67;7.42;7.5;7.67;7.42;8.0;Sample  83.25;12;Green
83.25;Arabica;Colombia;;442 msnm;HUILA;2015/2016;7.58;7.67;7.67;7.17;7.75;7.83;7.58;Sample  83.25;0;Green
83.25;Arabica;Mexico;Los charcos;1261;Cuarenteño;2015;7.83;7.75;7.5;7.58;7.58;7.58;7.42;Sample  83.25;12;Bluish-Green
83.25;Arabica;Taiwan;Sunshine Valley Estate 向陽高山咖啡;1000 M;Guoxing Township, Nantou County 南投縣國姓鄉;2015;7.67;7.5;7.5;7.5;7.67;7.83;7.58;Sample  83.25;10;Blue-Green
83.25;Arabica;Taiwan;以勒咖啡;800公尺;南投國姓;2014;7.92;7.83;7.75;7.58;7.5;7.33;7.33;Sample  83.25;10;Green
83.25;Arabica;Colombia;;1483;eje cafetero;2014;7.58;7.58;7.5;7.58;7.58;7.75;7.67;Sample  83.25;0;Green
83.25;Arabica;Guatemala;FINCA MEDINA;1500 MSNM;ANTIGUA;2014;7.5;7.67;7.58;7.67;7.67;7.5;7.67;Sample  83.25;10;Green
83.25;Arabica;Colombia;;1750 msnm;huila;2013;7.83;7.5;7.67;7.33;7.67;7.67;7.58;Sample  83.25;11;Green
83.25;Arabica;Mexico;VARIAS COMUIDADES;1300;CHIAPAS;2013;7.58;7.75;7.5;7.5;7.58;7.58;7.75;Sample  83.25;12;Green
83.25;Arabica;United States (Hawaii);;;KONA;2012;7.58;7.75;7.83;8.0;8.08;7.67;7.67;Sample  83.25;11;Bluish-Green
83.25;Arabica;Mexico;FINCA TEOCELO;;TEOCELO;2012;7.75;7.58;7.58;7.58;7.5;7.58;7.67;Sample  83.25;13;Green
83.25;Arabica;Mexico;MATA LARGA;1000;FORTÍN DE LAS FLORES;2012;7.75;7.75;7.42;7.92;7.33;7.5;7.58;Sample  83.25;12;Blue-Green
83.25;Arabica;Guatemala;AGROPECUARIA QUIAGRAL;4300;ORIENTE;2012;7.83;7.58;7.08;7.83;7.42;8.08;7.42;Sample  83.25;11;Green
83.25;Arabica;Brazil;Água Limpa;1200m;Grama Valley;2012;7.75;7.67;7.5;7.58;7.58;7.58;7.58;Sample  83.25;11;Blue-Green
83.25;Arabica;Colombia;;175;Huila;2012;7.67;7.58;7.58;7.42;7.83;7.58;7.58;Sample  83.25;12;Green
83.25;Arabica;Colombia;;De 1600 a 1950 msnm;La Plata;2012;7.67;7.67;7.5;7.5;7.58;7.67;7.67;Sample  83.25;11;Green
83.25;Arabica;Colombia;;1600-1800msnm;huila;1T/2011;7.92;7.75;7.25;7.42;7.83;7.58;7.5;Sample  83.25;8;
83.25;Arabica;Colombia;;1880 msnm;Cauca;4t/2010;8.0;7.67;7.67;7.25;7.67;7.5;7.5;Sample  83.25;13;
83.25;Arabica;Colombia;;1800 m.s.n.m;Cundinamarca;4T/2010;7.92;7.75;7.5;7.42;7.42;7.67;7.58;Sample  83.25;4;
83.17;Arabica;Brazil;Fazenda Capoeirinha;890;South of Minas Gerais;2017 / 2018;7.67;7.42;7.5;7.58;7.67;7.58;7.75;Sample  83.17;11;Green
83.17;Arabica;Guatemala;BENEFICIO EL TORREON;1901;ORIENTE;2017;7.58;7.58;7.33;7.67;7.75;7.58;7.67;Sample  83.17;10;Green
83.17;Arabica;Tanzania, United Republic Of;Mamsera;16.8;Moshi;2016;7.67;7.58;7.42;7.67;7.67;7.58;7.58;Sample  83.17;12;Green
83.17;Arabica;Peru;;;;2017;7.92;7.5;7.5;7.58;7.67;7.5;7.5;Sample  83.17;11;Green
83.17;Arabica;Vietnam;Apollo Estate;1550;Dala;2017;7.58;7.42;7.08;7.33;7.58;8.58;7.58;Sample  83.17;7;None
83.17;Arabica;Guatemala;FINCA MEDINA;1500;ANTIGUA;2016;7.67;7.75;7.42;7.75;7.58;7.5;7.5;Sample  83.17;11;Green
83.17;Arabica;Honduras;BETHEL;1450;Marcala;2016;7.67;7.67;7.5;7.67;7.5;7.67;7.5;Sample  83.17;11;Blue-Green
83.17;Arabica;China;Chen Lin;1200;Yunnan Province Pu'er City Mojiang County;2015;7.5;7.67;7.33;7.67;7.67;7.67;7.67;Sample  83.17;11;Green
83.17;Arabica;China;Yunnan Success Trade Co.Ltd;1600;Dehong Prefecture;2015;7.67;7.67;7.5;7.67;7.42;7.58;7.67;Sample  83.17;10;Green
83.17;Arabica;El Salvador;Agua Caliente;1350;Apaneca-Ilamatepec;2016;7.5;7.5;7.33;7.67;8.0;7.67;7.5;Sample  83.17;0;Green
83.17;Arabica;Guatemala;FINCA MEDINA;1500msnm;ANTIGUA;2015;7.5;7.75;7.5;7.83;7.58;7.5;7.5;Sample  83.17;11;Green
83.17;Arabica;Guatemala;LA ESPERANZA, MARGARITA NUYES;1400-1900 PSN;ORIENTE;2015;7.92;7.67;7.42;7.75;7.5;7.5;7.42;Sample  83.17;12;Green
83.17;Arabica;Kenya;;approx.1'500 metres a.s.l.;kenya;2014;7.83;7.75;7.67;7.75;7.83;8.5;7.83;Sample  83.17;10;Bluish-Green
83.17;Arabica;Thailand;;800++;THAILAND;2014;7.67;7.58;7.58;7.75;7.42;7.67;7.5;Sample  83.17;12;Bluish-Green
83.17;Arabica;Tanzania, United Republic Of;Myanganyanga;1653;Mbinga;2014;7.58;7.67;7.67;7.58;7.42;7.58;7.67;Sample  83.17;13;Bluish-Green
83.17;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;2014;7.58;7.5;7.5;7.67;7.5;7.67;7.75;Sample  83.17;0;
83.17;Arabica;Uganda;kaptanya;1800;Eastern;2014;8.0;7.67;7.5;7.42;7.33;7.58;7.67;Sample  83.17;10;Bluish-Green
83.17;Arabica;Colombia;unkown;unkown;unkown;2014;7.58;7.75;7.5;7.58;7.58;7.58;7.58;Sample  83.17;11;Green
83.17;Arabica;Honduras;El Cerron;1450 MSNN;San marcos Ocotepeque;2013;7.5;7.5;7.5;7.67;7.67;7.67;7.67;Sample  83.17;10;Green
83.17;Arabica;Honduras;Los Hicaques;1350;Comayagua;2014/2015;7.67;7.67;7.5;7.67;7.5;7.67;7.5;Sample  83.17;11;Green
83.17;Arabica;Guatemala;NUEVA GRANADA;5000 Pies;SAN MARCOS;2014;7.33;7.83;7.17;8.17;7.33;7.67;7.67;Sample  83.17;9;Green
83.17;Arabica;United States (Hawaii);;;KONA;2013;7.5;7.5;7.58;7.42;7.92;7.67;7.58;Sample  83.17;11;Bluish-Green
83.17;Arabica;Tanzania, United Republic Of;;1800;KILIMANJARO;2014;7.58;7.5;7.58;7.75;7.58;7.58;7.58;Sample  83.17;12;Green
83.17;Arabica;Guatemala;FINCA EL MORITO;4300;ORIENTE;2013;7.67;7.83;7.33;7.67;7.5;7.67;7.5;Sample  83.17;11;Green
83.17;Arabica;Mexico;SANTA CECILIA;1500;CHIAPAS;2013;7.75;7.58;7.58;7.58;7.5;7.42;7.75;Sample  83.17;11;Green
83.17;Arabica;Mexico;TLAPACOYA;532;TLANCHINOL, HIDALGO;2012;7.75;7.67;7.58;7.5;7.42;7.58;7.67;Sample  83.17;12;None
83.17;Arabica;Mexico;LA LOMA;1089;SAN BARTOLO TUTOTEPEC;2012;7.58;7.75;7.42;7.67;7.5;7.58;7.67;Sample  83.17;14;None
83.17;Arabica;Colombia;;DE 1.600 A 1.950 MSNM;HUILA;2012;7.67;7.5;7.5;7.5;7.58;8.17;7.25;Sample  83.17;11;Green
83.17;Arabica;Mexico;EL MIRADOR;700;SAN ISIDRO;2012;7.75;7.5;7.42;7.75;7.58;7.58;7.58;Sample  83.17;13;Green
83.17;Arabica;Colombia;;1750 msnm;huila;2012;7.58;7.67;7.5;7.58;7.67;7.67;7.5;Sample  83.17;11;Blue-Green
83.17;Arabica;Mexico;FINCA NUEVA LINDA;1380;LA CONCORDIA;2012;7.5;7.75;7.58;7.58;7.67;7.5;7.58;Sample  83.17;11;
83.17;Arabica;Brazil;Campo das Flores;1000m;South of Minas Gerais;2012;7.75;7.67;7.58;7.5;7.58;7.58;7.5;Sample  83.17;12;Green
83.17;Arabica;Brazil;São Francisco da Serra;950m;Mogiana;2012;7.92;7.58;7.5;7.58;7.42;7.5;7.67;Sample  83.17;11;Green
83.17;Arabica;Guatemala;Conquista / Morito;4,600 ft.;Oriente;2012;7.75;7.5;7.67;7.5;7.92;8.0;7.5;Sample  83.17;0;Green
83.17;Arabica;Brazil;Fazenda do Lobo;1000m;South of Minas Gerais;2011;7.75;7.5;7.58;7.5;7.75;7.5;7.58;Sample  83.17;12;Blue-Green
83.17;Arabica;Brazil;Olhos D'agua;900m;South of Minas Gerais;2011;7.58;7.75;7.67;7.5;7.67;7.58;7.42;Sample  83.17;2;
83.17;Arabica;El Salvador;Several;1200 mts;Santa Ana;2010-2011;7.42;7.83;8.17;8.08;7.17;7.58;7.58;Sample  83.17;14;
83.17;Arabica;Ethiopia;Tega and Tula Special Coffee Farm;1850 m;Limu (South Nation Nationalities Peoples State Region);August to December;7.75;8.0;7.67;8.08;7.83;7.92;7.92;Sample  83.17;1;
83.08;Arabica;Colombia;;1799;cundinamarca;2016;7.58;7.67;7.33;7.67;7.75;7.58;7.5;Sample  83.08;0;Green
83.08;Arabica;Colombia;;;Huila;2016;7.75;7.5;7.5;7.42;8.0;7.75;7.17;Sample  83.08;0;Green
83.08;Arabica;Brazil;Capoeirinha;905;South of Minas Gerais;2015;7.58;7.58;7.58;7.5;7.67;7.58;7.58;Sample  83.08;11;Bluish-Green
83.08;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.33;7.67;7.67;7.33;7.75;7.42;7.92;Sample  83.08;0;Green
83.08;Arabica;Taiwan;Kan Tou Mountain Coffee 崁頭山咖啡館;700-800M;Dongshan Dist., Tainan City 臺南市東山區;2015;7.83;7.92;7.5;7.83;7.67;7.25;7.75;Sample  83.08;0;Green
83.08;Arabica;Brazil;;;CHAPADÃO DE FERRO (CERRADO MINEIRO);2015;7.42;7.67;7.58;7.5;7.75;7.67;7.5;Sample  83.08;11;Green
83.08;Arabica;Brazil;Rio Verde;1200;South Minas Gerais;2014/2015;7.58;7.83;7.67;7.42;7.42;7.5;7.67;Sample  83.08;0;Green
83.08;Arabica;Costa Rica;VARIOS;1200-1400;CENTRAL VALLEY - WEST VALLEY;2014;7.83;7.33;7.5;7.67;7.58;7.67;7.5;Sample  83.08;10;Green
83.08;Arabica;United States (Hawaii);;;KONA;2013;7.33;7.75;7.58;7.33;7.83;7.67;7.58;Sample  83.08;12;Bluish-Green
83.08;Arabica;Taiwan;Alishan Zou zhu yuan 阿里山鄒築園;1300 M;Chiayi Alishan 嘉義縣阿里山鄉;2013/2014;7.75;7.75;7.5;7.5;7.5;7.5;7.58;Sample  83.08;11;
83.08;Arabica;United States (Hawaii);;;KONA;2012;7.83;7.83;7.33;7.17;7.75;7.67;7.5;Sample  83.08;10;Bluish-Green
83.08;Arabica;Mexico;santa maria;1400;SANTA CATARINA JUQUILA;2012;7.75;7.67;7.42;7.75;7.5;7.5;7.5;Sample  83.08;10;
83.08;Arabica;United States (Hawaii);;;KONA;2012;7.67;7.58;7.5;7.67;7.92;8.0;8.08;Sample  83.08;0;
83.08;Arabica;United States (Hawaii);;;Kona;2012;7.33;7.58;7.58;7.92;7.67;7.58;7.42;Sample  83.08;12;Green
83.08;Arabica;Colombia;;De 1.600 a 1.950 msn;Huila;Mayo a Julio;7.33;7.33;7.33;7.58;7.25;8.08;8.17;Sample  83.08;1;
83.08;Arabica;Colombia;;1880 msnm;Cauca;47/2010;7.83;7.75;7.33;7.25;7.42;7.92;7.58;Sample  83.08;8;
83.08;Arabica;Indonesia;LINTONG NIHUTA;1300-1400m;DOLOK SANGGUL;2010;7.67;7.58;7.5;7.58;7.67;7.58;7.5;Sample  83.08;0;
83.08;Arabica;Guatemala;;;;;7.92;7.67;7.67;7.25;7.83;7.67;7.75;Sample  83.08;2;
83.0;Arabica;Brazil;Fazenda Capoeirinha;890;South of Minas Gerais;2017 / 2018;7.58;7.5;7.5;7.75;7.67;7.5;7.5;Sample  83.00;0;Green
83.0;Arabica;Brazil;Fazenda Capoeirnha;894;South of Minas Gerais;2016;7.5;7.58;7.58;7.67;7.58;7.5;7.58;Sample  83.00;11;Green
83.0;Arabica;Brazil;Capoerinha Farm;872;South of Minas Gerais;2016;7.5;7.67;7.58;7.67;7.58;7.42;7.58;Sample  83.00;11;Bluish-Green
83.0;Arabica;Uganda;Isule Farmers Group;1473;Kasese, Mt. Rwenzori;2015;7.67;7.58;7.42;7.42;7.83;7.5;7.58;Sample  83.00;12;Green
83.0;Arabica;Uganda;Ibanda Farmers Group;1645;Kasese, Mt. Rwenzori;2015;7.67;7.67;7.5;7.58;7.42;7.5;7.67;Sample  83.00;12;Green
83.0;Arabica;Colombia;;442;HUILA;2016;7.67;7.67;7.33;7.67;7.5;7.58;7.58;Sample  83.00;11;Green
83.0;Arabica;Vietnam;APOLLO Estate;1550;Vietnam Cau Dat;2014;7.75;7.67;7.58;7.58;7.42;7.67;8.0;Sample  83.00;0;Green
83.0;Arabica;Guatemala;EL CHILE;1300 A 1800 METROS SOBRE EL NIVEL DEL MAR;NUEVO ORIENTE;2015;7.67;7.75;7.33;7.92;7.42;7.5;7.42;Sample  83.00;11;Green
83.0;Arabica;Guatemala;Nueva Granada;4500 Pies;El Tumbador, San Marcos;2015;7.75;7.67;7.33;7.75;7.5;7.42;7.58;Sample  83.00;11;Green
83.0;Arabica;Guatemala;FINCA MEDINA;1500MSNM;ANTIGUA;2015;7.83;7.67;7.25;7.67;7.75;7.5;7.33;Sample  83.00;11;Green
83.0;Arabica;Brazil;Fazenda Santo Antonio;900-1100;High Mogiana;2014;7.67;7.67;7.67;7.5;7.42;7.5;7.58;Sample  83.00;0;Green
83.0;Arabica;Taiwan;雅慕伊;1200;嘉義阿里山;2014;7.92;7.92;7.83;7.58;7.33;7.25;7.17;Sample  83.00;8;Green
83.0;Arabica;Uganda;Kabeywa county;1800;Kapchorwa;2013;7.83;7.58;7.5;7.5;7.58;7.5;7.5;Sample  83.00;12;Green
83.0;Arabica;United States (Puerto Rico);Hacienda Caracolillo;2800 ft;Yauco Region;2013;7.67;7.5;7.67;7.83;7.75;7.83;7.42;Sample  83.00;0;Bluish-Green
83.0;Arabica;Guatemala;GRUPO MEDINA (PEQUEÑOS PRODUCTORES);1500 MSNM;ANTIGUA;2014;7.67;7.67;7.42;7.83;7.5;7.5;7.42;Sample  83.00;10;Green
83.0;Arabica;Costa Rica;SEVERAL;1100-1300;CENTRAL VALLEY - WEST VALLEY;2013;7.67;7.58;7.5;7.58;7.5;7.5;7.67;Sample  83.00;11;Green
83.0;Arabica;Brazil;SERTAO FARM;1250;SUL DE MINAS;2013/2014;7.75;7.58;7.42;7.67;7.42;7.67;7.5;Sample  83.00;12;Bluish-Green
83.0;Arabica;Colombia;;1600 - 1950 msnm;Huila;2013;7.75;7.42;7.33;7.5;7.58;7.17;8.25;Sample  83.00;11;Green
83.0;Arabica;Colombia;;1750 msnm;huila;2013;7.83;7.5;7.58;7.33;7.5;7.67;7.58;Sample  83.00;0;Green
83.0;Arabica;Colombia;;1000 msnm;PITALITO;2013;7.33;7.67;7.75;7.42;7.75;7.58;7.5;Sample  83.00;11;Green
83.0;Arabica;Colombia;;1000 MSNM;PITALITO HUILA;2013;7.58;7.75;7.42;7.67;7.58;7.42;7.58;Sample  83.00;0;Green
83.0;Arabica;Colombia;;DE 1600 a 1950 msnm;HUILA;2012;7.5;7.5;7.42;7.58;7.75;7.58;7.67;Sample  83.00;11;Green
83.0;Arabica;Mexico;VEGAS;750;COATEPEC;2012;7.67;7.58;7.42;7.5;7.67;7.58;7.58;Sample  83.00;11;Green
83.0;Arabica;Mexico;FINCA LA ESTANCIA;1200;ATOYAC DE ALVAREZ;2012;7.67;7.83;7.5;7.58;7.58;7.67;7.83;Sample  83.00;11;Green
